Player,Year,Salary
Gerald Green,2017,1381403
Brice Johnson,2017,1331160
Diamond Stone,2017,1312611
Isaiah Taylor,2017,1312611
Sheldon Mac,2017,1312611
Isaiah Whitehead,2017,1312611
Treveon Graham,2017,1312611
Paul Zipser,2017,1312611
David Nwaba,2017,1312611
Dorian Finney-Smith,2017,1312611
Yogi Ferrell,2017,1312611
Patrick McCaw,2017,1312611
Damian Jones,2017,1312611
Chinanu Onuaku,2017,1312611
Ivica Zubac,2017,1312611
Deyonta Davis,2017,1312611
Andrew Harrison,2017,1312611
Wayne Selden,2017,1312611
Rodney McGruder,2017,1312611
AJ Hammons,2017,1312611
Malcolm Brogdon,2017,1312611
Marcus Georges-Hunt,2017,1312611
Cheick Diallo,2017,1312611
Chasson Randle,2017,1312611
Tyler Ulis,2017,1312611
Jake Layman,2017,1312611
Skal Labissiere,2017,1312611
Dejounte Murray,2017,1312611
Bryn Forbes,2017,1312611
Davis Bertans,2017,1312611
Pascal Siakam,2017,1312611
Fred VanVleet,2017,1312611
Semi Ojeleye,2017,1291892
Livio Jean-Charles,2017,1242240
Bobby Brown,2017,1231500
Frank Mason,2017,1184385
Abdel Nader,2017,1167333
Isaiah Canaan,2017,1113863
Damyean Dotson,2017,1100000
Andrew Bogut,2017,1078810
Wesley Iwundu,2017,1050000
Gerald Henderson,2017,1000000
Festus Ezeli,2017,1000000
Justin Hamilton,2017,1000000
Damien Wilkins,2017,992696
Ike Anigbogu,2017,950000
Rade Zagorac,2017,950000
Ivan Rabb,2017,950000
Jason Thompson,2017,893333
Tyler Dorsey,2017,815615
Daniel Theis,2017,815615
Dwayne Bacon,2017,815615
Maxi Kleber,2017,815615
Jordan Bell,2017,815615
Zhou Qi,2017,815615
Jawun Evans,2017,815615
Sindarius Thornwell,2017,815615
Thomas Bryant,2017,815615
Dillon Brooks,2017,815615
Sterling Brown,2017,815615
Frank Jackson,2017,815615
Dakari Johnson,2017,815615
Khem Birch,2017,815615
Davon Reed,2017,815615
Brandon Paul,2017,815615
Alfonzo McKinnie,2017,815615
Royce O'Neale,2017,815615
Emeka Okafor,2017,813293
Trey Burke,2017,784160
Alex Poythress,2017,778668
Dwight Buycks,2017,748160
Joel Bolomboy,2017,708200
Kyle Collinsworth,2017,595702
Jeff Withey,2017,593780
Kay Felder,2017,551866
Michael Gbinije,2017,500000
Leandro Barbosa,2017,500000
Derrick Jones,2017,462875
Nicolas Brussino,2017,393041
Antonius Cleveland,2017,384116
Brandon Jennings,2017,380830
CJ Watson,2017,333333
Demetrius Jackson,2017,319266
Travis Wear,2017,304051
Cameron Oliver,2017,300000
Shaquille Harrison,2017,230399
Larry Drew II,2017,222474
Jaylen Morris,2017,198143
Nigel Hayes,2017,193532
David Stockton,2017,192812
Quinn Cook,2017,189832
Georges Niang,2017,177250
Aaron Harrison,2017,174570
Omari Johnson,2017,170495
Naz Long,2017,167158
Jarell Eddie,2017,166256
Rodney Purvis,2017,165887
Mike James,2017,164802
Briante Weber,2017,160378
Marquis Teague,2017,157944
Gary Payton II,2017,154500
Jeremy Evans,2017,154059
Carrick Felix,2017,140901
Damion Lee,2017,138239
Kendrick Perkins,2017,131562
Milton Doyle,2017,127250
Brandon Rush,2017,119601
Ty Lawson,2017,119009
Derrick Williams,2017,104059
KJ McDaniels,2017,100000
Tim Quarterman,2017,96406
Walter Lemon Jr,2017,92159
Josh Gray,2017,92159
Jaylen Johnson,2017,87551
MarShon Brooks,2017,86118
CJ Fair,2017,82943
Josh Magette,2017,77250
Tyler Cavanaugh,2017,77250
Andrew White,2017,77250
Kadeem Allen,2017,77250
Jabari Bird,2017,77250
Yakuba Ouattara,2017,77250
Jacob Wiley,2017,77250
James Webb,2017,77250
Mangok Mathiang,2017,77250
Marcus Paige,2017,77250
Antonio Blakeney,2017,77250
Ryan Arcidiacono,2017,77250
John Holland,2017,77250
London Perrantes,2017,77250
Johnathan Motley,2017,77250
Gian Clavell,2017,77250
Jalen Jones,2017,77250
Torrey Craig,2017,77250
Monte Morris,2017,77250
Luis Montero,2017,77250
Reggie Hearn,2017,77250
Chris Boucher,2017,77250
RJ Hunter,2017,77250
Markel Brown,2017,77250
Edmond Sumner,2017,77250
Ben Moore,2017,77250
Jamil Wilson,2017,77250
CJ Williams,2017,77250
Tyrone Wallace,2017,77250
Alex Caruso,2017,77250
Vander Blue,2017,77250
Kobi Simmons,2017,77250
Vince Hunter,2017,77250
Myke Henry,2017,77250
Matt Williams,2017,77250
Derrick Walton,2017,77250
Xavier Munford,2017,77250
Marshall Plumlee,2017,77250
Anthony Brown,2017,77250
Amile Jefferson,2017,77250
Charles Cooke,2017,77250
Luke Kornet,2017,77250
Isaiah Hicks,2017,77250
Daniel Hamilton,2017,77250
PJ Dozier,2017,77250
Adreian Payne,2017,77250
Jamel Artis,2017,77250
James Michael McAdoo,2017,77250
Jacob Pullen,2017,77250
James Young,2017,77250
Alec Peters,2017,77250
Danuel House,2017,77250
CJ Wilcox,2017,77250
JaKarr Sampson,2017,77250
Jack Cooley,2017,77250
Darrun Hilliard,2017,77250
Matt Costello,2017,77250
Malcolm Miller,2017,77250
Lorenzo Brown,2017,77250
Eric Griffin,2017,77250
Nate Wolters,2017,77250
Erik McCree,2017,77250
Michael Young,2017,77250
Devin Robinson,2017,77250
Xavier Silas,2017,74158
Jonathan Gibson,2017,74158
Scotty Hopson,2017,74158
Landry Nnoko,2017,50000
VJ Beachem,2017,50000
Bronson Koenig,2017,50000
Daniel Ochefu,2017,50000
Marcus Thornton II,2017,46079
Jameel Warney,2017,46079
Aaron Jackson,2017,46079
Trey McKinney-Jones,2017,46079
Andre Ingram,2017,46079
LeBron James,2016,30963450
Al Horford,2016,26540100
Kevin Durant,2016,26540100
James Harden,2016,26540100
Mike Conley,2016,26540100
Russell Westbrook,2016,26540100
DeMar DeRozan,2016,26540100
Dirk Nowitzki,2016,25000000
Carmelo Anthony,2016,24559380
Damian Lillard,2016,24328425
Chris Bosh,2016,23741060
Dwight Howard,2016,23500000
Dwyane Wade,2016,23200000
Chris Paul,2016,22868827
Harrison Barnes,2016,22116750
Andre Drummond,2016,22116750
Chandler Parsons,2016,22116750
Hassan Whiteside,2016,22116750
Anthony Davis,2016,22116750
Bradley Beal,2016,22116750
Derrick Rose,2016,21323252
Brook Lopez,2016,21165675
Kevin Love,2016,21165675
DeAndre Jordan,2016,21165675
Marc Gasol,2016,21165675
Nicolas Batum,2016,20869566
LaMarcus Aldridge,2016,20575005
Blake Griffin,2016,20093064
Paul Millsap,2016,20072033
Ryan Anderson,2016,18735364
Allen Crabbe,2016,18500000
Paul George,2016,18100000
Luol Deng,2016,18000000
Kyrie Irving,2016,17638063
Kawhi Leonard,2016,17638063
Jimmy Butler,2016,17552209
Tobias Harris,2016,17200000
Wesley Matthews,2016,17145838
Greg Monroe,2016,17145838
Enes Kanter,2016,17145838
Joakim Noah,2016,17000000
Evan Fournier,2016,17000000
Bismack Biyombo,2016,17000000
Klay Thompson,2016,16663575
Evan Turner,2016,16393443
Gordon Hayward,2016,16073140
Timofey Mozgov,2016,16000000
Ian Mahinmi,2016,16000000
Goran Dragic,2016,15891725
DeMarcus Cousins,2016,15756438
John Wall,2016,15756438
Kent Bazemore,2016,15730337
Pau Gasol,2016,15500000
Tristan Thompson,2016,15330435
Draymond Green,2016,15330435
Khris Middleton,2016,15200000
Danilo Gallinari,2016,15050000
Jeff Green,2016,15000000
Reggie Jackson,2016,14956522
Deron Williams,2016,14885520
Tony Parker,2016,14445313
Jonas Valanciunas,2016,14382023
DeMarre Carroll,2016,14200000
Rajon Rondo,2016,14000000
Eric Bledsoe,2016,14000000
Manu Ginobili,2016,14000000
Ricky Rubio,2016,13400000
Rudy Gay,2016,13333333
Jamal Crawford,2016,13253012
Robin Lopez,2016,13219250
Michael Kidd-Gilchrist,2016,13000000
JR Smith,2016,12800000
Brandon Knight,2016,12606250
Jordan Clarkson,2016,12500000
Arron Afflalo,2016,12500000
Tyson Chandler,2016,12415000
Miles Plumlee,2016,12400000
Eric Gordon,2016,12385665
John Henson,2016,12267606
Marvin Williams,2016,12250000
Serge Ibaka,2016,12250000
Stephen Curry,2016,12112359
Nikola Pekovic,2016,12100000
Kenneth Faried,2016,12078652
Thaddeus Young,2016,12078652
Amir Johnson,2016,12000000
Kemba Walker,2016,12000000
Kyle Lowry,2016,12000000
Marcin Gortat,2016,12000000
Nikola Vucevic,2016,11750000
Solomon Hill,2016,11709603
Jeremy Lin,2016,11483254
Andrew Bogut,2016,11410378
Courtney Lee,2016,11242000
Wilson Chandler,2016,11233146
Andre Iguodala,2016,11131368
Derrick Favors,2016,11050000
Austin Rivers,2016,11000000
Jrue Holiday,2016,11000000
Joe Johnson,2016,11000000
Jon Leuer,2016,10991957
Anderson Varejao,2016,10851659
Monta Ellis,2016,10763500
Mirza Teletovic,2016,10500000
Jared Dudley,2016,10470000
Al Jefferson,2016,10230179
Tyreke Evans,2016,10203755
Zach Randolph,2016,10000000
Terrence Ross,2016,10000000
Danny Green,2016,10000000
Alec Burks,2016,9904495
Omer Asik,2016,9904494
Iman Shumpert,2016,9662922
Matthew Dellavedova,2016,9607500
Jerryd Bayless,2016,9424084
Trevor Booker,2016,9250000
Meyers Leonard,2016,9213484
Gerald Henderson,2016,9000000
Moe Harkless,2016,8988764
Taj Gibson,2016,8950000
E'Twaun Moore,2016,8801363
Kris Humphries,2016,8630000
Ersan Ilyasova,2016,8400000
Dwight Powell,2016,8375000
Avery Bradley,2016,8269663
Tiago Splitter,2016,8250000
Darrell Arthur,2016,8070175
Kosta Koufos,2016,8046500
Tyler Zeller,2016,8000000
Jeff Teague,2016,8000000
Kevin Garnett,2016,8000000
Garrett Temple,2016,8000000
Anthony Tolliver,2016,8000000
George Hill,2016,8000000
Channing Frye,2016,7806971
Trevor Ariza,2016,7800000
Jose Calderon,2016,7708427
Al-Farouq Aminu,2016,7680965
Cole Aldrich,2016,7643979
Corey Brewer,2016,7612172
Festus Ezeli,2016,7400000
Markieff Morris,2016,7400000
JJ Redick,2016,7377500
Cory Joseph,2016,7315000
DJ Augustin,2016,7250000
Jeremy Lamb,2016,7000000
Louis Williams,2016,7000000
Rodney Stuckey,2016,7000000
Boris Diaw,2016,7000000
Sergio Rodriguez,2016,6800000
Carl Landry,2016,6750000
Ed Davis,2016,6666667
Isaiah Thomas,2016,6587131
Victor Oladipo,2016,6552960
Jodie Meeks,2016,6540000
Matt Barnes,2016,6508351
Aron Baynes,2016,6500000
Marco Belinelli,2016,6333333
Jae Crowder,2016,6286408
Tarik Black,2016,6191000
Lance Thomas,2016,6191000
Andrew Nicholson,2016,6088993
Patrick Patterson,2016,6050000
Andrew Wiggins,2016,6006600
Ramon Sessions,2016,6000000
Ishmael Smith,2016,6000000
Patrick Beverley,2016,6000000
Wayne Ellington,2016,6000000
Alex Abrines,2016,5994764
Karl-Anthony Towns,2016,5960160
Ben Simmons,2016,5903160
Otto Porter,2016,5893981
Nikola Mirotic,2016,5782450
Shaun Livingston,2016,5782450
Josh McRoberts,2016,5782450
Spencer Hawes,2016,5782450
Brandan Wright,2016,5709880
Tim Duncan,2016,5643750
Boban Marjanovic,2016,5628000
Wesley Johnson,2016,5628000
Tyler Johnson,2016,5628000
Jared Sullinger,2016,5628000
Brandon Jennings,2016,5587318
Nick Young,2016,5443918
Jabari Parker,2016,5374320
Lance Stephenson,2016,5371672
D'Angelo Russell,2016,5332800
Josh Smith,2016,5331729
Cody Zeller,2016,5318313
PJ Tucker,2016,5300000
Brandon Ingram,2016,5281680
Kyle Korver,2016,5239437
Darren Collison,2016,5229454
Larry Sanders,2016,5207722
Langston Galloway,2016,5200000
Derrick Williams,2016,5020145
Jonas Jerebko,2016,5000000
Luis Scola,2016,5000000
Roy Hibbert,2016,5000000
Tony Allen,2016,5000000
CJ Watson,2016,5000000
Jason Smith,2016,5000000
Alexis Ajinca,2016,4863206
Mike Dunleavy,2016,4837500
Kyle Singler,2016,4837500
Joel Embiid,2016,4826160
Alex Len,2016,4823621
Jahlil Okafor,2016,4788840
Jaylen Brown,2016,4743000
Marcus Morris,2016,4625000
CJ Miles,2016,4583450
Jameer Nelson,2016,4540525
Nerlens Noel,2016,4384490
Aaron Gordon,2016,4351320
Greivis Vasquez,2016,4347826
Kristaps Porzingis,2016,4317720
Dragan Bender,2016,4276320
Vince Carter,2016,4264057
Devin Harris,2016,4227996
Jose Juan Barea,2016,4096950
Ben McLemore,2016,4008882
Thabo Sefolosha,2016,4000000
James Johnson,2016,4000000
Udonis Haslem,2016,4000000
Jordan Hill,2016,4000000
Leandro Barbosa,2016,4000000
Dante Exum,2016,3940320
Kyle O'Quinn,2016,3918750
Mario Hezonja,2016,3909840
Kris Dunn,2016,3872520
Nemanja Bjelica,2016,3800000
Nick Collison,2016,3750000
Kentavious Caldwell-Pope,2016,3678319
Quincy Pondexter,2016,3617978
Marcus Smart,2016,3578880
Bojan Bogdanovic,2016,3573020
Willie Cauley-Stein,2016,3551160
Will Barton,2016,3533333
Paul Pierce,2016,3527920
Buddy Hield,2016,3517200
Mike Miller,2016,3500000
Lavoy Allen,2016,3500000
Brandon Rush,2016,3500000
Anthony Morrow,2016,3488000
Trey Burke,2016,3386597
Kevin Martin,2016,3336000
KJ McDaniels,2016,3333333
Mike Scott,2016,3333333
Troy Daniels,2016,3332940
Julius Randle,2016,3267120
Ronnie Price,2016,3251227
Emmanuel Mudiay,2016,3241800
CJ McCollum,2016,3219579
Jamal Murray,2016,3210840
Patrick Mills,2016,3200000
Michael Carter-Williams,2016,3183526
Omri Casspi,2016,3149524
Steven Adams,2016,3140517
Kelly Olynyk,2016,3094013
Shabazz Muhammad,2016,3046299
Justin Hamilton,2016,3000000
Dante Cunningham,2016,3000000
Giannis Antetokounmpo,2016,2995420
Nik Stauskas,2016,2993040
Stanley Johnson,2016,2969880
Quincy Acy,2016,2965505
Marquese Chriss,2016,2941440
Seth Curry,2016,2898000
Zaza Pachulia,2016,2898000
Nenê,2016,2898000
James Ennis,2016,2898000
Dion Waiters,2016,2898000
Mindaugas Kuzminskas,2016,2898000
Dewayne Dedmon,2016,2898000
Tomas Satoransky,2016,2870813
Tibor Pleiss,2016,2800000
Noah Vonleh,2016,2751360
Frank Kaminsky,2016,2730000
Dennis Schroeder,2016,2708582
Jakob Poeltl,2016,2703960
Aaron Brooks,2016,2700000
Elfrid Payton,2016,2613600
Justise Winslow,2016,2593440
Thon Maker,2016,2568600
Malcolm Delaney,2016,2500000
Randy Foye,2016,2500000
Richard Jefferson,2016,2500000
Martell Webster,2016,2500000
Doug McDermott,2016,2483040
Domantas Sabonis,2016,2440200
Shelvin Mack,2016,2433334
Myles Turner,2016,2380440
Tony Snell,2016,2368327
Archie Goodwin,2016,2350999
Gorgui Dieng,2016,2348782
Trey Lyles,2016,2340600
Mason Plumlee,2016,2328530
Taurean Prince,2016,2318280
Dario Saric,2016,2318280
Tim Hardaway Jr,2016,2281605
Reggie Bullock,2016,2255644
Alonzo Gee,2016,2255408
Zach LaVine,2016,2240880
Devin Booker,2016,2223600
Luc Mbah a Moute,2016,2203000
Georgios Papagiannis,2016,2202240
Maurice Williams,2016,2194500
Andre Roberson,2016,2183072
TJ Warren,2016,2128920
Rudy Gobert,2016,2121287
Cameron Payne,2016,2112480
Joe Ingles,2016,2100000
Denzel Valentine,2016,2092200
Tim Frazier,2016,2090000
Adreian Payne,2016,2022240
Kelly Oubre,2016,2006640
Juan Hernangomez,2016,1987440
Jusuf Nurkic,2016,1921320
Lucas Nogueira,2016,1921320
Terry Rozier,2016,1906440
James Young,2016,1825200
Rashad Vaughn,2016,1811040
Kevin Seraphin,2016,1800000
Wade Baldwin,2016,1793760
Tyler Ennis,2016,1733880
Sam Dekker,2016,1720560
Joffrey Lauvergne,2016,1709719
Henry Ellenson,2016,1704120
Gary Harris,2016,1655880
Jerian Grant,2016,1643040
Malik Beasley,2016,1627320
RJ Hunter,2016,1625240
Bruno Caboclo,2016,1589640
Delon Wright,2016,1577280
Jarrett Jack,2016,1571705
Caris LeVert,2016,1562280
Chris Andersen,2016,1551659
James Jones,2016,1551659
David West,2016,1551659
Raymond Felton,2016,1551659
Brandon Bass,2016,1551659
Metta World Peace,2016,1551659
Jason Terry,2016,1551659
Steve Novak,2016,1551659
Caron Butler,2016,1551659
David Lee,2016,1551659
Mitch McGary,2016,1526040
Justin Anderson,2016,1514160
Marcelo Huertas,2016,1500000
DeAndre Bembry,2016,1499760
Jordan Adams,2016,1465080
Demetrius Jackson,2016,1450000
Malachi Richardson,2016,1439880
Gerald Green,2016,1410598
Sasha Vujacic,2016,1410598
Rodney Hood,2016,1406520
Bobby Portis,2016,1404600
JaVale McGee,2016,1403611
Marreese Speights,2016,1403611
Michael Beasley,2016,1403611
Rondae Hollis-Jefferson,2016,1395600
Willy Hernangomez,2016,1375000
Deyonta Davis,2016,1369229
Nikola Jokic,2016,1358500
Shabazz Napier,2016,1350120
Tyus Jones,2016,1339680
Sasha Kaun,2016,1333420
Timothe Luwawu,2016,1326960
Alan Anderson,2016,1315448
Ty Lawson,2016,1315448
Marcus Thornton,2016,1315448
Clint Capela,2016,1296240
Jarell Martin,2016,1286160
Brice Johnson,2016,1273920
Jeremy Evans,2016,1227286
Luke Babbitt,2016,1227286
Jordan Mickey,2016,1223653
CJ Wilcox,2016,1209600
Larry Nance Jr,2016,1207680
Terrence Jones,2016,1207194
Pascal Siakam,2016,1196040
Kyle Anderson,2016,1192080
Josh Huestis,2016,1191480
Chris McCullough,2016,1191480
Skal Labissiere,2016,1188840
Livio Jean-Charles,2016,1188840
Kevon Looney,2016,1182840
Dejounte Murray,2016,1180080
Damian Jones,2016,1171560
Hollis Thompson,2016,1131040
Isaiah Whitehead,2016,1074145
Joseph Young,2016,1052342
Rakeem Christmas,2016,1052342
Brian Roberts,2016,1050961
Pablo Prigioni,2016,1050961
Thomas Robinson,2016,1050961
John Jenkins,2016,1050961
Glenn Robinson III,2016,1050500
Montrezl Harrell,2016,1045000
Ivica Zubac,2016,1034865
Richaun Holmes,2016,1024000
Anthony Brown,2016,1023838
Mike Muscala,2016,1015696
Anthony Bennett,2016,1015696
Isaiah Canaan,2016,1015696
Ian Clark,2016,1015696
Justin Holiday,2016,1015696
Robert Covington,2016,1015696
Jeff Withey,2016,1015696
DeAndre Liggins,2016,1015695
Walter Tavares,2016,1006000
Joe Harris,2016,980431
Sean Kilpatrick,2016,980431
Nick Johnson,2016,980431
Beno Udrih,2016,980431
James Michael McAdoo,2016,980431
JaMychal Green,2016,980431
Louis Amundson,2016,980431
Jerami Grant,2016,980431
Damjan Rudez,2016,980431
Elton Brand,2016,980000
Axel Toupane,2016,977534
Stephen Zimmerman,2016,950000
Andrew Harrison,2016,945000
Bobby Brown,2016,940070
Tyler Ulis,2016,918369
Jason Thompson,2016,893333
Raul Neto,2016,877800
Malcolm Brogdon,2016,875000
Christian Wood,2016,874636
Cristiano Felicio,2016,874636
Jordan McRae,2016,874636
Salah Mejri,2016,874636
Darrun Hilliard,2016,874636
Josh Richardson,2016,874636
TJ McConnell,2016,874636
Alan Williams,2016,874636
Pat Connaughton,2016,874636
Jonathon Simmons,2016,874636
Norman Powell,2016,874636
Paul Zipser,2016,750000
Spencer Dinwiddie,2016,726672
Ryan Kelly,2016,713305
Jonathan Gibson,2016,671346
Joel Anthony,2016,663810
Troy Williams,2016,652165
AJ Hammons,2016,650000
Michael Gbinije,2016,650000
Georges Niang,2016,650000
Briante Weber,2016,623447
Donatas Motiejunas,2016,607491
Jake Layman,2016,600000
Joel Bolomboy,2016,600000
John Lucas,2016,580344
Gary Payton II,2016,578636
Toney Douglas,2016,564868
Treveon Graham,2016,543471
Kay Felder,2016,543471
Nicolas Brussino,2016,543471
Dorian Finney-Smith,2016,543471
Patrick McCaw,2016,543471
Kyle Wiltjer,2016,543471
Chinanu Onuaku,2016,543471
Diamond Stone,2016,543471
Rodney McGruder,2016,543471
Cheick Diallo,2016,543471
Ron Baker,2016,543471
Marshall Plumlee,2016,543471
Maurice Ndour,2016,543471
Semaj Christon,2016,543471
Derrick Jones,2016,543471
Tim Quarterman,2016,543471
Davis Bertans,2016,543471
Bryn Forbes,2016,543471
Fred VanVleet,2016,543471
Daniel Ochefu,2016,543471
Sheldon Mac,2016,543471
Danuel House,2016,543471
Chasson Randle,2016,541170
Arinze Onuaku,2016,426775
Yogi Ferrell,2016,409300
Johnny O'Bryant,2016,392169
Aaron Harrison,2016,365289
Okaro White,2016,310995
Isaiah Taylor,2016,305000
Norris Cole,2016,288131
Ben Bentil,2016,281968
Jarell Eddie,2016,277898
Elliot Williams,2016,250000
Yi Jianlian,2016,250000
Lamar Patterson,2016,242963
Jordan Crawford,2016,234920
Nicolas Laprovittola,2016,204601
Reggie Williams,2016,193307
Pierre Jackson,2016,191810
Brandon Paul,2016,155000
Shawn Long,2016,154512
Robbie Hummel,2016,150000
Jarnell Stokes,2016,150000
Mike Tobey,2016,138937
Patricio Garino,2016,131968
Jarrod Uthoff,2016,129920
Marcus Paige,2016,125000
Ray McCallum,2016,119493
Manny Harris,2016,119493
Wayne Selden,2016,115087
Egidijus Mockevicius,2016,100000
Stefan Jankovic,2016,100000
JP Tokoto,2016,100000
Isaiah Cousins,2016,100000
Quinn Cook,2016,95904
Marcus Georges-Hunt,2016,88936
Jordan Farmar,2016,82976
Prince Ibeh,2016,77250
Keith Benson,2016,75000
Kaleb Tarczewski,2016,75000
Ryan Arcidiacono,2016,75000
Henry Sims,2016,75000
Quincy Ford,2016,75000
Alex Poythress,2016,73743
David Nwaba,2016,73528
Gary Neal,2016,72193
Kyle Collinsworth,2016,70000
Thomas Walkup,2016,69500
James Webb,2016,65000
Zach Auguste,2016,60000
Brady Heslip,2016,56500
Matt Costello,2016,50000
Damion Lee,2016,50000
Nate Wolters,2016,50000
DJ Kennedy,2016,50000
Scott Wood,2016,50000
Elgin Cook,2016,50000
Julyan Stone,2016,50000
Alex Caruso,2016,50000
Anthony Barber,2016,50000
Dionte Christmas,2016,50000
EJ Singler,2016,50000
Beau Beech,2016,45000
Phil Pressey,2016,35000
Nikola Jovanovic,2016,30000
Jalen Jones,2016,25000
Nick Zeisloft,2016,25000
Tony Wroten,2016,25000
Dahntay Jones,2016,24022
Kobe Bryant,2015,25000000
LeBron James,2015,22970500
Carmelo Anthony,2015,22875000
Dwight Howard,2015,22359364
Joe Johnson,2015,22309344
Chris Bosh,2015,22192730
Kevin Durant,2015,21971850
Chris Paul,2015,21468695
Derrick Rose,2015,20093064
Dwyane Wade,2015,20000000
Brook Lopez,2015,19689000
Kevin Love,2015,19689000
DeAndre Jordan,2015,19689000
Marc Gasol,2015,19689000
LaMarcus Aldridge,2015,19689000
Blake Griffin,2015,18862876
Paul Millsap,2015,18671659
David Lee,2015,17120776
Paul George,2015,16900000
Russell Westbrook,2015,16744218
Jimmy Butler,2015,16407500
Kyrie Irving,2015,16407500
Wesley Matthews,2015,16407500
Greg Monroe,2015,16407500
Enes Kanter,2015,16407500
Kawhi Leonard,2015,16407500
Tobias Harris,2015,16000000
James Harden,2015,15719062
Roy Hibbert,2015,15514031
Eric Gordon,2015,15514031
Klay Thompson,2015,15501000
Gordon Hayward,2015,15409570
Chandler Parsons,2015,15361500
Goran Dragic,2015,14783000
DeMarcus Cousins,2015,14728844
John Wall,2015,14728844
Khris Middleton,2015,14700000
Draymond Green,2015,14260870
Tristan Thompson,2015,14260000
Danilo Gallinari,2015,14000000
Reggie Jackson,2015,13913044
DeMarre Carroll,2015,13600000
Al Jefferson,2015,13500000
Eric Bledsoe,2015,13500000
Brandon Knight,2015,13500000
Tony Parker,2015,13437500
Joakim Noah,2015,13400000
JaVale McGee,2015,13270964
Tyson Chandler,2015,13000000
Nenê,2015,13000000
Ricky Rubio,2015,12700000
Robin Lopez,2015,12650000
Ty Lawson,2015,12444552
Rudy Gay,2015,12403101
Serge Ibaka,2015,12250000
Nikola Pekovic,2015,12100000
Al Horford,2015,12000000
Amir Johnson,2015,12000000
Kemba Walker,2015,12000000
Andrew Bogut,2015,12000000
Kyle Lowry,2015,12000000
Derrick Favors,2015,12000000
Nicolas Batum,2015,11860750
Andre Iguodala,2015,11710456
Stephen Curry,2015,11370786
Nikola Vucevic,2015,11250000
Thaddeus Young,2015,11235955
Kenneth Faried,2015,11235955
Marcin Gortat,2015,11217391
Jrue Holiday,2015,11000000
Deron Williams,2015,10853761
Tyreke Evans,2015,10734586
Wilson Chandler,2015,10449438
Monta Ellis,2015,10300000
Anderson Varejao,2015,10158574
Luol Deng,2015,10151612
Gerald Wallace,2015,10105855
Zach Randolph,2015,10000000
Danny Green,2015,10000000
Mike Conley,2015,9680000
Rajon Rondo,2015,9500000
DeMar DeRozan,2015,9500000
Alec Burks,2015,9213484
Omer Asik,2015,9213483
Jeff Green,2015,9200000
Lance Stephenson,2015,9000000
Iman Shumpert,2015,8988765
Tiago Splitter,2015,8500000
Taj Gibson,2015,8500000
Kevin Garnett,2015,8500000
Ryan Anderson,2015,8500000
Brandon Jennings,2015,8344497
Dirk Nowitzki,2015,8333333
Corey Brewer,2015,8229375
Trevor Ariza,2015,8200000
Channing Frye,2015,8193029
Al-Farouq Aminu,2015,8042895
Jeff Teague,2015,8000000
George Hill,2015,8000000
OJ Mayo,2015,8000000
Arron Afflalo,2015,8000000
Markieff Morris,2015,8000000
Ersan Ilyasova,2015,7900000
Avery Bradley,2015,7730337
Kosta Koufos,2015,7700000
Boris Diaw,2015,7500000
Pau Gasol,2015,7448760
Jose Calderon,2015,7402812
Kevin Martin,2015,7402474
JJ Redick,2015,7085000
Anthony Davis,2015,7070730
Marvin Williams,2015,7000000
Rodney Stuckey,2015,7000000
Louis Williams,2015,7000000
Cory Joseph,2015,7000000
Ed Davis,2015,6980802
Isaiah Thomas,2015,6912869
Josh Smith,2015,6830916
Jae Crowder,2015,6796117
Jason Thompson,2015,6752729
Carl Landry,2015,6750000
Greivis Vasquez,2015,6600000
Aron Baynes,2015,6500000
Patrick Beverley,2015,6486486
Michael Kidd-Gilchrist,2015,6331403
Jarrett Jack,2015,6300000
Jodie Meeks,2015,6270000
Patrick Patterson,2015,6268675
Marco Belinelli,2015,6060606
Gerald Henderson,2015,6000000
Andrew Wiggins,2015,5758680
Kyle Korver,2015,5746479
Martell Webster,2015,5713500
Karl-Anthony Towns,2015,5703600
Bradley Beal,2015,5694673
Courtney Lee,2015,5675000
Jamal Crawford,2015,5675000
JJ Hickson,2015,5583413
Spencer Hawes,2015,5543725
Nikola Mirotic,2015,5543725
Shaun Livingston,2015,5543725
Josh McRoberts,2015,5543725
Mirza Teletovic,2015,5500000
PJ Tucker,2015,5500000
Brandan Wright,2015,5464000
Chase Budinger,2015,5258082
Tim Duncan,2015,5250000
Nick Young,2015,5219169
Zaza Pachulia,2015,5200000
Victor Oladipo,2015,5192520
Jabari Parker,2015,5152440
Dion Waiters,2015,5138430
D'Angelo Russell,2015,5103120
Darren Collison,2015,5013559
Jonas Jerebko,2015,5000000
JR Smith,2015,5000000
Marcus Morris,2015,5000000
Chris Andersen,2015,5000000
Tony Allen,2015,5000000
Larry Sanders,2015,5000000
CJ Watson,2015,5000000
Chris Kaman,2015,5000000
Timofey Mozgov,2015,4950000
Mike Dunleavy,2015,4837500
Trevor Booker,2015,4775000
Otto Porter,2015,4662960
Jonas Valanciunas,2015,4660482
Joel Embiid,2015,4626960
Anthony Bennett,2015,4597276
Jahlil Okafor,2015,4582680
Raymond Felton,2015,4540000
Alexis Ajinca,2015,4539607
Kyle Singler,2015,4500000
Kris Humphries,2015,4440000
Derrick Williams,2015,4400000
CJ Miles,2015,4394225
Mike Miller,2015,4354127
Jameer Nelson,2015,4345000
Mario Chalmers,2015,4300000
Jason Smith,2015,4300000
